ID,Artigo,Sentencas,Titulo,DOI
1,21012,"Owing to the challenges in obtaining realistic atomic configurations in large chemical phase spaces, it is not straightforward to describe structure-property relations in materials exhibiting configurational disorder.",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
2,21012,"One example is iron-substituted strontium titanate (SrTi1-xFexO3-d, STF), a promising perovskite-derivative cathode material in solid oxide fuel cells that exhibits full solid solubility 0",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
3,21012,<,Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
4,21012,= x <= 1 and a tendency to exhibit short-range order.,Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
5,21012,Here we demonstrate a multisublattice cluster expansion (CE) framework and apply it to STF across the full composition range.,Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
6,21012,"The CE approach is distinct from more traditional CE formulations in that clusters are defined explicitly by the chemical species distributed among multiple sublattices, rather than via cluster functions of occupation variables with decoration.",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
7,21012,"The modified CE approach makes it easy to distinguish meaningful chemical interactions that are harder to extract from conventional CE, since for the latter chemical identity in a cluster is expressed as a product of site occupations.",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
8,21012,The least absolute shrinkage and selection operator (LASSO) is implemented as a regression analysis tool to select key clusters and avoid overfitting.,Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
9,21012,"We demonstrate this formulation on STF, and show that it can accurately predict configurational energies in comparison to conventional CE.",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
10,21012,"From the key clusters, we identify that short-range ordering between substitutional Fe and oxygen vacancies (V-O) results in the formation of Fe-V-O strings.",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
11,21012,"In addition, we consider the stability of STF through CE-based Monte Carlo (MC) simulations and confirm the presence of superstructures that were previously observed in transmission electron microscopy.",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
12,21012,"Analysis of atomic configurations from MC samples reveals variations in the oxidation state of Fe atoms, which can be explained by the ordering tendency of Fe and V-O. The cluster description and selection formalism described here may be applied to other disordered multisublattice systems for accurate and efficient material modeling.",Multisublattice cluster expansion study of short-range ordering in iron-substituted strontium titanate,10.1016/j.commatsci.2021.110969
