ID,Artigo,Sentencas,Titulo,DOI
1,8742,This work assesses the potential of surplus electricity in reducing greenhouse gas (GHG) emissions in the building sector.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
2,8742,The assessment is done by modelling the interaction of government and energy consumer using game theory.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
3,8742,The government can provide discounted power to energy consumer by covering a fraction of the off-peak price to encourage the replacement of natural gas consumption with electricity.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
4,8742,This replacement reduces GHG emissions from the building sector.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
5,8742,Energy consumer adopts electricity-based technologies only if it leads to a lower heat and electricity supply cost.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
6,8742,"Cost-effectiveness of solid oxide fuel cell, air-source heat pump (ASHP), and battery and hydrogen storage are assessed as alternatives to natural gas combined heat and power (CHP) and boiler technologies.","Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
7,8742,The modelling results show that ASHP is the only technology that can compete with natural gas CHP and boiler.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
8,8742,ASHP is chosen by the energy consumer when discounts of 4.5 cents/kWh or more for off-peak electricity are available.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
9,8742,The analysis also showed that CHP could be completely replaced by grid power at discount value of 4.5 cents/kWh and up.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
10,8742,Natural gas boilers continue playing a role in building heating supply even under increased discount for off-peak electricity price.,"Assessing the potential of surplus clean power in reducing GHG emissions in the building sector using game theory; a case study of Ontario, CanadaInspec keywordsOther keywords",10.1049/iet-esi.2019.0019
