ID,Artigo,Sentencas,Titulo,DOI
1,9390,The integrated biomass gasification-Solid Oxide Fuel Cell (SOFC) technology combines benefits of renewable and hydrogen energy-based systems.,Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
2,9390,"In this work, this system is incorporated with solar-powered hydrogen production and injection into the SOFC to provide higher hydrogen concentration in fuel mixture of the SOFC.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
3,9390,"Proton Exchange Membrane Electrolyzer (PEME) is employed for hydrogen production, meanwhile its required power is generated by solar Photovoltaic-Thermal (PVT) panels.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
4,9390,"The proposed system with hydrogen injection is modeled and its performance is evaluated and compared with that of conventional integrated biomass gasification-SOFC system in terms of thermodynamics, environmental impacts and economics.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
5,9390,"In thermoeconomic assessment, the environmental damage costs resulted from CO2 emissions as the primary greenhouse gas is taken into account.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
6,9390,"Via conducting a parametric study the major design variables are determined and then, a triobjective optimization is performed based on levelized product cost, CO2 emissions, and exergy efficiency.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
7,9390,"It is found that, the proposed system has significantly lower CO2 emissions compared to the conventional system.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
8,9390,"Under optimal operation, the proposed system with hydrogen injection yields lower CO2 emission by 12.9% and higher output power by 8.7% at the expense of 6.3 percentage points reduction in exergy efficiency, compared to the conventional system.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
9,9390,"Despite the additional costs associated with the solar PVT panels and electrolyzer, the proposed system yields almost the same product cost compared to the conventional system.",Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
10,9390,This point can be accounted as an important and remarkable advantage for the proposed system in this work.,Hydrogen production using solar energy and injection into a solid oxide fuel cell for CO2 emission reduction; Thermoeconomic assessment and tri-objective optimization,10.1016/j.seta.2021.101767
