ID,Artigo,Sentencas,Titulo,DOI
1,3694,Eine Reformer-Nachbrenner-Einheit fur den Einsatz in einem Festoxidbrennstoffzellensystem wird vorgestellt.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
2,3694,Mittels des Verfahrens der oxidativen trockenen Reformierung kann aus Biogas ein Synthesegas mit einer hohen Energiedichte erzeugt werden.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
3,3694,Der fur den Reformierungsprozess benotigte Warmestrom kann durch eine systeminterne Warmenutzung bereitgestellt werden.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
4,3694,Anschlie ss end an einen Komponententest erfolgt die Integration in ein Festoxidbrennstoffzellensystem.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
5,3694,"Der im Rahmen einer thermodynamischen Analyse ermittelte, im Systembetrieb mogliche, elektrische Wirkungsgrad wird experimentell validiert.",Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
6,3694,A reformer-afterburner unit for integration into a solid oxide fuell cell system is introduced.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
7,3694,Synthesis gas of high energy density can be produced by oxidative dry reforming of biogas.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
8,3694,The required heat for the reforming can be provided by internal heat use.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
9,3694,"Subsequent to component testing, the unit is integrated into a solid oxide fuel cell system.",Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
10,3694,The electrical efficiency of the system confirmed the results of a conducted thermodynamic analysis.,Production of Synthesis Gas from Biogas - Reactor Design and Integration into a Solid Oxide Fuel Cell System,10.1002/cite.201300129
