ID,Artigo,Sentencas,Titulo,DOI
1,12114,"High-temperature proton conductors with perovskite structures are a class of well-known systems with high protonic conductivity, which is of high technological interest in view of the possible applications in solid oxide fuel cells.",Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
2,12114,We present neutron and X-ray diffraction studies of the crystal structure of the Ba3Ca1.18Nb1.82O9-delta + zD(2)O (BCN18) system that exhibits high proton conductivity.,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
3,12114,It is assumed that the mechanism of proton conductivity in BCN18 is connected with trapping of protons at some interstitial positions in the crystal lattice as deduced from earlier quasielastic neutron scattering and muon spin rotation studies published in the literature.,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
4,12114,"In order to get more information on the location of deuterium, systematic high-resolution neutron diffraction studies of the stoichiometric Ba3Ca1Nb2O9 and non-stoichiometric BCN18 compounds with and without D2O were performed.",Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
5,12114,The ROTAX time-of-flight (TOF) diffractometer at the ISIS neutron spallation source and the SW double-axis diffractometer at the DIDO reactor at Julich were used.,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
6,12114,Refinements of the crystal structures were performed by using the FULLPROF and GSAS programs.,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
7,12114,The possible deuterium positions in the crystallographic unit cell are discussed.,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
8,12114,(C) 2001,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
9,12114,Elsevier Science B.V.,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
10,12114,All rights reserved.,Possible deuterium positions in the high-temperature deuterated proton conductor Ba3Ca1+yNb2-yO9-δ studied by neutron and X-ray powder diffraction,10.1016/S0925-8388(01)01299-3
