ID,Artigo,Sentencas,Titulo,DOI
1,4043,Present work investigates the performance of a combined solar photovoltaic (PV) and Pumped-Hydro and Compressed-Air energy storage system to overcome the challenges of using solar energy systems.,A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
2,4043,"This energy system, which is one of the newest hybrid systems, is able to generate electricity and store energy.",A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
3,4043,To examine the solar PV performance the climatic conditions of Shiraz (in Iran) and Abu Dhabi (in UAE) are considered.,A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
4,4043,"The results revealed that, the required pump work, which must be supplied by PV system, is equal to 2.85 and 2.62 MJ/m(3) for isothermal and isentropic processes, respectively.",A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
5,4043,"Furthermore, the total system efficiency is equal to 76.5%.",A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
6,4043,"In addition, the total exergy destruction of hybrid system for isentropic process is 8.91% less than that isothermal process.",A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
7,4043,"In addition, instead of the solar PV system, a phosphoric acid fuel cell is coupled to the storage system and the results are compared with the main system.",A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
8,4043,(c) 2020,A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
9,4043,Hydrogen Energy Publications LLC.,A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
10,4043,Published by Elsevier Ltd.,A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
11,4043,All rights reserved.,A new hybrid solar photovoltaic/ phosphoric acid fuel cell and energy storage system; Energy and Exergy performance,10.1016/j.ijhydene.2020.11.282
