ID,Artigo,Sentencas,Titulo,DOI
1,2621,A novel fabrication method using electroless and electrodeposited Ni/Ag/GDC for SOFC anodes is presented.,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
2,2621,First a porous Ce0.9Gd0.1O2-x (GDC) scaffold was deposited on a YSZ electrolyte by screen printing and sintering.,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
3,2621,"The scaffold was then metallized with silver using Tollens' reaction, followed by electrodeposition of nickel from a Watt's bath.",Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
4,2621,The electrodes (Ni/Ag/GDC) were tested in both symmetrical and fuel cell configurations.,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
5,2621,The microstructures of the Ni/Ag/GDC anodes were analyzed using scanning electron microscopy (SEM) and energy dispersive x-ray spectroscopy (EDX).,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
6,2621,Nano-particles of Ni formed in the porous GDC scaffold provided triple phase boundaries (TPB).,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
7,2621,The electronic conductivity of the Ni/Ag/GDC (3.5/24.7/71.8 vol%) electrode was good even at relatively low Ni volume fractions.,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
8,2621,The electrochemical performance was examined in different concentrations of humidified hydrogen (3% H2O) and over a range of temperatures (600-750 degrees C).,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
9,2621,"The total area specific resistance (ASR) of the anode at 750 degrees C in humidified 97 vol% H2 was 1.12 ohm cm(2), with low-frequency polarization (R_l) as the largest contributor.",Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
10,2621,The electrodes were successfully integrated into a fuel cell and operated in both H-2 and syngas.,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
11,2621,(C) 2016,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
12,2621,The Authors.,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
13,2621,Published by Elsevier Ltd on behalf of Hydrogen Energy Publications LLC.,Anode fabrication for solid oxide fuel cells: Electroless and electrodeposition of nickel and silver into doped ceria scaffolds,10.1016/j.ijhydene.2016.04.061
