ID,Artigo,Sentencas,Titulo,DOI
1,19032,"In this work, four different methods, including polyvinyl alcohol (PVA)-assisted sol-gel process, polyethylene glycol (PEG)-assisted sol-gel process, citrate sol-gel process and oxalate coprecipitation process (OCP) are employed to synthesize the Sm and Nd co-doped ceria electrolyte with the composition of Ce0.85Sm0.075Nd0.075O2-delta (SNDC).",Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
2,19032,The phase structure of the powders can be well indexed with the fluorite-type CeO2 structure.,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
3,19032,The morphology of sintered samples indicates that the ceramics can be highly densified.,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
4,19032,The relative density and the average grain size vary with the synthesis processes and the sintering temperatures.,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
5,19032,The bulk conductivities are quite close and the OCP-SNDC yields highest grain-boundary conductivities and total conductivities.,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
6,19032,"The results indicate that the OCP process for the powder synthesis results in higher relative density and conductivities, lower grain-boundary resistance and activation energy.",Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
7,19032,Grain-boundary space charge potentials for different specimens are calculated based on the Mott-Schottky model.,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
8,19032,The synthesis process and sintering temperature have significant effect on the space charge potential and the specific grain-boundary conductivity.,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
9,19032,(C) 2011,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
10,19032,Elsevier B.V. All rights reserved.,Comparative study of Ce0.85Sm0.075Nd0.075O2-δ electrolyte synthesized by different routes,10.1016/j.jallcom.2011.06.040
