ID,Artigo,Sentencas,Titulo,DOI
1,20255,"PrBaCo1.9Cu0.1O5+delta (PBCCO) nanopowders were synthesized by an EDTA-citrate complexing process using water and ethanol as solvents, and their structures and electrochemical properties were characterized.",Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
2,20255,"PBCCO precursor gels were highly oxidized at 450 degrees C, using either water (PBCCO-W) or ethanol (PBCCO-E) as the solvent.",Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
3,20255,"PBCCO powders calcined at 450 degrees C had a second phase, while those calcined at 850 degrees C for 4 h were obtained as single phase PBCCO with a layered perovskite structure in the P4mm space group.",Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
4,20255,PBCCO-E primary particles were approximately 5-10 nm in size and were well dispersed compared with those of the PBCCO-W powder.,Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
5,20255,"We hypothesized that the enhanced dispersibility of the PBCCO-E powder was caused by a decrease in bridging hydrogen bonds on the chelate surface, which prevents chelate agglomeration in sol state.",Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
6,20255,It causes the larger specific surface area of PBCCO-E powders and thus a lower polarization resistance (R-p) than that of PBCCO-W powders at the measured temperature.,Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
7,20255,"The R-p value of PBCCO-E powder was 0.041 Omega cm(2) at 750 degrees C, which is about 1.5 times lower than that of PBCCO-W at the same temperature.",Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
8,20255,(C) 2016,Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
9,20255,The Society of Powder Technology Japan.,Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
10,20255,Published by Elsevier B.V. and The Society of Powder Technology Japan.,Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
11,20255,All rights reserved.,Synthesis of dispersed PrBaCo0.9Cu0.1O5+δ cathode nanopowders with layered perovskite structure for intermediate temperature solid oxide fuel cells,10.1016/j.apt.2016.10.006
