ID,Artigo,Sentencas,Titulo,DOI
1,18964,The present work reports the electrochemical performance of the composites formed by SrFe0.1Mo0.9O3-delta and Gd0.1Ce0.9O2-delta for their possible anode application in solid-oxide fuel cells.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
2,18964,Phase analysis reveals the absence of impurity phase on thermally treating the mixture at 950 degrees C in both oxidising and reducing conditions.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
3,18964,The DC-electrical conductivity of the dense composite sample is metallic in nature with the magnitude of similar to 42.2 S cm(-1) at 850 degrees C under reducing conditions.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
4,18964,"The electrode area-specific resistance is measured by performing two-probe impedance spectroscopy on symmetrical cells with Gd(0.1)Ce(0.9)O(2-delta )coated YSZ as an electrolyte from 700 degrees C to 850 degrees C. Porous electrodes with the compositions of xGd(0.1)Ce(0.9)O(2-delta)/SrFe0.1Mo0.9O3-delta (where x is a wt. fraction of Gd0.1Ce0.9O2-delta with the value of 0, 0.5, 0.6, 0.7 and 0.8) are fabricated by blade-coating the ceramic slurries and subsequently sintering at 950 degrees C for 1 h in air.",High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
5,18964,"The symmetrical cells with the composite electrode of 0.7Gd(0.1)Ce(0.9)O(2-delta)/SrFe0.1Mo0.9O3-delta exhibit an extremely low electrode area-specific resistance of similar to 0.086 Omega cm(-2), which is nearly one-third of the magnitude shown by cells with pure SrFe0.1Mo0.9O3-delta as electrodes at 850 degrees C in 3% H2O/H-2.",High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
6,18964,Introducing higher porosity-level in the optimised composite electrode further reduces this value to similar to 0.06 Omega cm(-2).,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
7,18964,"However, not much effect has been observed on increasing the pore-former amount above 30 wt% of the electrode material.",High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
8,18964,The overall activation energy for the polarisation resistance in 0.7Gd(0.1)Ce(0.9)O(2-delta)/SrFe0.1Mo0.9O3-delta is in the range of 0.4-0.5 eV.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
9,18964,The impedance analysis indicates that adding the electrolyte phase of Gd0.1Ce0.9O2-delta in SrFe0.1Mo0.9O3-delta significantly enhances the kinetics of processes relating to the hydrogen-oxidation reaction occurring in the electrode.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
10,18964,The exceptional performance of the Ni-free ceramic composite electrodes developed in the present work without employing expensive and labour-intensive infiltration technique for fabrication highlights the exciting prospects of Gd0.1Ce0.9O2-delta/SrFe0.1Mo0.9O3-delta composite as an anode material for SOFCs.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
11,18964,(C) 2020,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
12,18964,Elsevier Ltd.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
13,18964,All rights reserved.,High-performance SrFe0.1Mo0.9O3-δ -based composites for the anode application in solid oxide fuel cells,10.1016/j.electacta.2020.136759
