ID,Artigo,Sentencas,Titulo,DOI
1,6388,Direct carbon fuel cell (DCFC) technology has the potential to double the electric efficiency and halve the CO2 emissions compared with conventional coal fired power plants.,Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
2,6388,"The anode performance, long term stability and cell scalability, in addition to fuel feed mechanism, are the major issues for the development of this technology.",Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
3,6388,"In this study, lanthanum strontium cobalt ferrite (LSCF) - silver composite anode was evaluated in a scalable version of the DCFC tubular cell in a bed of carbon powder.",Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
4,6388,Ag was added to increase lateral conductivity of the anode and reduce ohmic losses.,Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
5,6388,The cell was operated for 100 h during which it was twice thermally cycled.,Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
6,6388,The performance degradation was studied by employing electrochemical and structural characterisation techniques.,Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
7,6388,"The composite anode, in comparison to LSCF anode, produced a 60% improvement in the power density.",Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
8,6388,The sources of performance degradation of the cell were found to be the partial decomposition of the perovskite phase and anode microstructure changes as revealed by XRD and SEM analysis in addition to the loss of carbon contact to the anode resulting from the continuous carbon consumption in the cell.,Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
9,6388,(C) 2015,Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
10,6388,Elsevier B.V. All rights reserved.,Composite anodes for improved performance of a direct carbon fuel cell,10.1016/j.jpowsour.2015.02.158
