ID,Artigo,Sentencas,Titulo,DOI
1,9694,Nickel-SDC anode was experimentally demonstrated for the direct utilization of bio-methanol in solid oxide fuel cells at intermediate temperature (IT) range.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
2,9694,Cell performance was determined (350mW.cm(-2) at 750 degrees C) in operating conditions propitious to carbon deposition.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
3,9694,Cell performance with methanol was slightly higher than with hydrogen.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
4,9694,Different reactants distribution adjacent to the double conducting electrolyte may explain the improved cell output.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
5,9694,Better performance with methanol could be also consequence of the improved electronic conductivity in the presence of carbon deposits.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
6,9694,Results indicated that catalytic decomposition of methanol in the anodic three phase boundaries is dependent of temperature and governed by a complex anodic electrochemical dynamics.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
7,9694,Anode gases were analyzed and a process scheme including H-2/CO/CH3OH has been proposed.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
8,9694,An experimental protocol using a switch between hydrogen and methanol feed was elucidated and a series of chemical reactions was proposed inducing the coking removing from anode.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
9,9694,"For a pre-feasibility assessment of the experimental cell, performance comparison with Delphi Gen 3 cell fed by diesel used as element in an auxiliary power unit was proposed.",Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
10,9694,Obtained results are encouraging to go down the thorny and long-pathway to make the APU-SOFC technology viable for the eco-transportation sector.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
11,9694,(C) 2016,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
12,9694,Elsevier Ltd.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
13,9694,All rights reserved.,Bio-methanol fueled intermediate temperature solid oxide fuel cell: A future solution as component in auxiliary power unit for eco-transportation,10.1016/j.matdes.2016.02.060
