ID,Artigo,Sentencas,Titulo,DOI
1,10578,Ceramic materials used in solid-oxide fuel cells (SOFCs) are subjected to high thermal stresses which is a result of the unequal thermal expansion coefficient of different layers.,Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
2,10578,"As a result, SOFCs are susceptible to failure at elevated temperatures, and therefore the maximum operating temperature is limited.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
3,10578,"Consequently, the power density is limited as well.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
4,10578,Fuel cells with electrodes that have graded compositions in the thickness direction have been investigated to control the thermal expansion.,Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
5,10578,"In this study, two-dimensional grading is proposed for the electrodes and compared with the one-dimensional grading in terms of thermal stress and performance.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
6,10578,"A comprehensive model is developed for high-temperature SOFCs that include the momentum, species, energy, and charge transport equations.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
7,10578,"Furthermore, the bilinear elastoplastic model is used for the calculation of thermal stresses and failure of solids.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
8,10578,Two-dimensional functionally graded electrodes are studied in which the grading is implemented in the thickness and length directions.,Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
9,10578,Results indicate that continuous one-dimensional grading functions reduced thermal stresses by 40% for m = 0.8 compared with conventional electrodes.,Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
10,10578,"It also improved the electrochemical performance, as the maximum power density increased by 15%.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
11,10578,"For the 2D piecewise linear grading function, a further improvement of reducing thermal stresses by an extra 16.5% is obtained.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
12,10578,Two-dimensional graded SOFCs can therefore operate at higher temperatures safely in terms of thermal stresses.,Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
13,10578,"This creates an opportunity to fabricate high-temperature, compact SOFCs for high-power applications.",Performance of Two-Dimensional Functionally Graded Anode Supported Solid-Oxide Fuel Cells,10.1115/1.4053675
