ID,Artigo,Sentencas,Titulo,DOI
1,5584,Design of high performance recuperators is essential for hybridized Carbonate and Solid Oxide fuel cell power plants.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
2,5584,This work is focused on the transient thermal simulation of simplified counterflow recuperator partition plates.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
3,5584,A finite difference scheme was written to model heat transfer in two spatial dimensions and one time.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
4,5584,Results clearly show the effect of temperature ramping rate on transient thermal behavior.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
5,5584,Excessive thermal stress derived from transient operation has been a crucial mode of structural degradation for conventional gas turbine recuperators.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
6,5584,Results show that harmful temperature gradients in recuperator plates during transient operation is minimal for high temperature fuel cell ramping rates compared to conventional gas turbine ramping rates.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
7,5584,Based on this analysis it is suggested that employing slower temperature ramping permits the use of higher performance recuperators.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
8,5584,"Stress analysis results from another study affirm this declaration, as well as suggest that plastic strain damage incurred from transient operation may be ignored when determining recuperator service life if its temperature ramping rates are consistent with hybrid fuel cell and gas turbine systems.",Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
9,5584,(c) 2012,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
10,5584,Elsevier Ltd.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
11,5584,All rights reserved.,Transient thermal simulation of counterflow compact recuperator partition plates,10.1016/j.applthermaleng.2012.04.030
