ID,Artigo,Sentencas,Titulo,DOI
1,15452,"With the development of distributed energy systems (DES), energy storage has attracted much attention in the research world.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
2,15452,"Reversible solid oxide fuel cells (RSOFCs) have shown potential as a promising means of electrical storage with high efficiency, especially for multienergy distributed systems coupling electricity and gas.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
3,15452,"RSOFCs have both a generation mode and a storage mode with a high fuel flexibility and in order to implement the frequent switch of generation and storage, a detailed dynamic behavior is needed in both the single mode and transitional process.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
4,15452,"However, few studies have been conducted investigating the complex dynamic processes of RSOFCs.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
5,15452,"In this study, a one-dimensional model is established to study the basic dynamic processes of RSOFCs, especially those involved in mode switching.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
6,15452,"The model is based on rich SOFC models and is first validated with experimental data and then employed to study the response of the primary characteristics of the cell, including current density, temperature, power density, and mole fraction of the voltage step input.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
7,15452,"The calculation results show that both the electrochemical and heat transfer greatly influence the transient process, but on different time scales.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
8,15452,The reaction dynamics is another primary factor that determines the gas mole fraction.,Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
9,15452,"Furthermore, especially regarding the complex mode switching, three different modes are proposed and investigated to study the different switch processes and ultimately to provide a basic guide to control the RSOFC stacks.",Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
10,15452,(C) 2017 American Society of Civil Engineers.,Dynamic Processes of Mode Switching in Reversible Solid Oxide Fuel Cells,10.1061/(ASCE)EY.1943-7897.0000482
