ID,Artigo,Sentencas,Titulo,DOI
1,4217,"A solid-oxide fuel cell (SOFC) can be fed by fuels other than pure hydrogen, making it suitable for methanol-based economy power cycles.",Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
2,4217,"In the reported article, we carried out for the first-time experiments on different types of SOFCs fueled with methanol steam reforming (MSR) products to evaluate and compare the SOFC performance with pure hydrogen.",Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
3,4217,"Through this novel comparison, the study provides new insights into the potential of using methanol as a fuel source for SOFCs.",Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
4,4217,"Experimental investigation was conducted to evaluate a button SOFC performance operating with MSR products and pure hydrogen under 700, 750, 800, and 850 degrees C. Two types of SOFC were tested: 1) NiO-YSZ anode-supported cell and 2) the Next-Cell-HP HionicTM electrolyte-supported cell.",Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
5,4217,The results indicate that the fuel cell fed with MSR products exhibits slight reduction (less than 5%) in power density compared to pure hydrogen.,Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
6,4217,The results were compared with the theoretical values using zero-dimensional simulations.,Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
7,4217,It was found that the change in effective diffusivity causes the main disparity in the SOFC performance when fed with MSR products and hydrogen.,Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
8,4217,"Based on the obtained results, we suggest that the SOFC has the potential to be successfully integrated into methanol-based power generating cycles with thermochemical recovery of a waste heat.(c) 2023 Hydrogen Energy Publications LLC.",Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
9,4217,Published by Elsevier Ltd.,Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
10,4217,All rights reserved.,Performance of solid-oxide fuel cells fed with pure hydrogen and methanol steam reforming products - experimental study,10.1016/j.ijhydene.2023.07.180
