ID,Artigo,Sentencas,Titulo,DOI
1,7462,"The use of regenerative, high temperature solid oxide cells (SOCs) as energy storage devices has the potential for round-trip efficiencies that are competitive with other storage technologies.",Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
2,7462,"The focus of the current study is to investigate regenerative SOC operation (i.e., working in both fuel cell and electrolysis modes) through a combination of modeling and numerical simulation.",Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
3,7462,"As an intermediate step, this paper focuses on the electrolysis mode and presents a dynamic cell model that couples the reversible electrochemistry, reactant chemistry, and the thermo-fluidic phenomena inside a cell channel.",Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
4,7462,"The model is calibrated and validated using available experimental and numerical data for button cells, single cells, and multi-cell stacks supplied with either steam or syngas.",Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
5,7462,Parametric studies are also performed to show how the investigated parameters affect model validity.,Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
6,7462,"The results show that the present model can accurately simulate the electrolytic cell behavior, especially in the low current range, which is a favored operating point in practical systems.",Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
7,7462,It is observed that improvements in stack-level model precision require further investigation to better represent the contact resistance of the stack components and to improve the estimation of the activation polarization throughout the operating envelope.,Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
8,7462,It is also concluded that the CO2 electrochemical reaction can be neglected when the concentration of the steam supplied to the cell is high enough to support the water gas shift reaction.,Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
9,7462,"Copyright (C) 2013, Hydrogen Energy Publications, LLC.",Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
10,7462,Published by Elsevier Ltd.,Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
11,7462,All rights reserved.,Model validation and performance analysis of regenerative solid oxide cells: Electrolytic operation,10.1016/j.ijhydene.2013.12.010
